,GOROD_RU,GOROD_EN,REGION1_RU,REGION1_EN,REGION2_RU,REGION2_EN,COUNTRY,ZIP_CODE,POPULATION_GROUP1,POPULATION_GROUP2,POPULATION_GROUP3
176,Петропавловск,Petropavlovsk,СКО ОФ,SKO region,Северо-Казахстанская область,North Kazakhstan,Казахстан (KZ),150000,Город_уровня_2,Medium_city,Small_city
177,Талдыкорган,Taldykorgan,Алматинский ОФ,Almaty region,Алматинская область,Almaty region,Казахстан (KZ),040000,Город_уровня_2,Medium_city,Small_city
178,Экибастуз,Ekibastuz,Экибастузский ГУПС,Ekibastuzsky region,Павлодарская область,Pavlodar,Казахстан (KZ),141200,Город_уровня_3,Small_city,Small_city
179,Жезказган,Zhezkazgan,Жезказганский ГУПС,Zhezkazgansky region,Карагандинская область,Karagandy,Казахстан (KZ),100600,Город_уровня_3,Small_city,Small_city
180,Темиртау,Temirtau,Темиртауский ГУПС,Temirtausky region,Карагандинская область,Karagandy,Казахстан (KZ),101400,Город_уровня_3,Small_city,Small_city
181,Балхаш,Balkhash,Балхашский ГУПС,Balkhashsky region,Карагандинская область,Karagandy,Казахстан (KZ),100300,Город_уровня_3,Small_city,Small_city
182,Рудный,Rudny,Рудненский ГУПС,Rudnensky region,Костанайская область,Kostanay,Казахстан (KZ),111500,Город_уровня_3,Small_city,Small_city
183,Сатпаев,Satpaev,Жезказганский ГУПС,Zhezkazgansky region,Карагандинская область,Karagandy,Казахстан (KZ),101300,Город_уровня_3,Small_city,Small_city
184,Жанаозен,Zhanaozen,Жанаозенский ГУПС,Zhanaozen district,Мангистауская область,Mangystau region,Казахстан (KZ),130200,Город_уровня_3,Small_city,Small_city
185,Мангистау,Mangistau,Мангистауский ОФ,Mangystau region,Мангистауская область,Mangystau region,Казахстан (KZ),130006,Село_адм_центр,Village,Village
186,Туркестан,Turkestan,Туркестанский РУПС,Turkestan district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),161200,Город_уровня_2,Medium_city,Small_city
187,Аягоз,Ayagoz,Аягозский РУПС,Ayagoz district,Восточно-Казахстанская область,East Kazakhstan,Казахстан (KZ),070200,Город_уровня_4,Small_city,Small_city
188,Торетам,Toretam,Кармакшинский РУПС,Karmakshy district,Кызылординская область,Kyzylorda,Казахстан (KZ),120513,Село_не_адм_центр,Village,Village
189,Кандыагаш,Kandyagash,Мугалжарский РУПС,Mugalzhar district,Актюбинская область,Aktobe,Казахстан (KZ),030700,Город_уровня_4,Small_city,Small_city
190,Хромтау,Khromtau,Хромтауский РУПС,Khromtau district,Актюбинская область,Aktobe,Казахстан (KZ),031100,Город_уровня_4,Small_city,Small_city
191,Аксу,Aksu,Аксуский УПС,Aksusky region,Павлодарская область,Pavlodar,Казахстан (KZ),140100,Город_уровня_3,Small_city,Small_city
192,Айтеке би,Aiteke Bi,Новоказалинский РУПС,Novokazaly district,Кызылординская область,Kyzylorda,Казахстан (KZ),120400,Село_адм_центр,Village,Village
193,Кульсары,Kulsary,Жылыойский РУПС,Zhylyoi district,Атырауская область,Atyrau,Казахстан (KZ),060100,Город_уровня_4,Small_city,Small_city
194,Бейнеу,Beyneu,Бейнеуский РУПС,Beyneu district,Мангистауская область,Mangystau region,Казахстан (KZ),130100,Село_адм_центр,Village,Village
195,Степногорск,Stepnogorsk,Степногорский РУПС,Stepnogorsk district,Акмолинская область,Akmola,Казахстан (KZ),021500,Город_уровня_3,Small_city,Small_city
196,Аркалык,Arkalyk,Аркалыкский ГУПС,Arkalyksky region,Костанайская область,Kostanay,Казахстан (KZ),110300,Город_уровня_3,Small_city,Small_city
197,Сарыкемер,Sarykemer,Байзакский РУПС,Bayzak district,Жамбылская область,Zhambyl,Казахстан (KZ),080100,Село_адм_центр,Village,Village
198,Аральск,Aralsk,Аральский РУПС,Aral district,Кызылординская область,Kyzylorda,Казахстан (KZ),120100,Город_уровня_4,Small_city,Small_city
199,Риддер,Ridder,Риддерский ГУПС,Ridder district,Восточно-Казахстанская область,East Kazakhstan,Казахстан (KZ),071300,Город_уровня_3,Small_city,Small_city
200,Кентауский участок по обработке страховой почты и доставке к,Kentausky Uchastok po Obrabotke Strakhovoy Pochty i Dosta,Туркестанский РУПС,Turkestan district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),160400,Село_не_адм_центр,Village,Village
201,Сарыагаш,Saryagash,Сарыагашский РУПС,Saryagash district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),160900,Город_уровня_4,Small_city,Small_city
202,Шалкар,Shalkar,Шалкарский РУПС,Shalkar district,Актюбинская область,Aktobe,Казахстан (KZ),031200,Город_уровня_4,Small_city,Small_city
203,Житикара,Zhitikara,Житикаринский РУПС,Zhetikara district,Костанайская область,Kostanay,Казахстан (KZ),110700,Город_уровня_4,Small_city,Small_city
204,Талгар,Talgar,Талгарский РУПС,Talgar district,Алматинская область,Almaty region,Казахстан (KZ),041600,Город_уровня_4,Small_city,Small_city
205,Каскелен,Kaskelen,Карасайский РУПС,Karasay district,Алматинская область,Almaty region,Казахстан (KZ),040900,Город_уровня_4,Small_city,Small_city
206,Атбасар,Atbasar,Атбасарский РУПС,Atbasar district,Акмолинская область,Akmola,Казахстан (KZ),020400,Город_уровня_4,Small_city,Small_city
207,Узынагаш,Uzynagash,Жамбылский РУПС,Zhambyl district,Алматинская область,Almaty region,Казахстан (KZ),040600,Село_адм_центр,Village,Village
208,Капшагай,Kapshagai,Капчагайский РУПС,Kapchagay district,Алматинская область,Almaty region,Казахстан (KZ),040800,Город_уровня_4,Small_city,Small_city
209,Шардара,Shardara,Шардаринский РУПС,Shardara district,Южно-Казахстанская область,South Kazakhstan,Казахстан (KZ),161400,Город_уровня_4,Small_city,Small_city
210,Лисаковск,Lisakovsk,Лисаковский ГУПС,Lisakovsky region,Костанайская область,Kostanay,Казахстан (KZ),111200,Город_уровня_4,Small_city,Small_city
211,Щучинск,Shchuchinsk,Щучинский РУПС,Shuchinsk district,Акмолинская область,Akmola,Казахстан (KZ),021700,Город_уровня_4,Small_city,Small_city
